scenario_id,timestamp,time_minutes,phase_id,node_id,incoming_passengers,queue_passengers,holding_passengers,served_passengers,departing_passengers,utilization,estimated_wait_minutes,data_type,assumption_note
baseline,2026-07-19T12:00:00Z,-180,pre_match,midtown,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T12:50:00Z,-130,pre_match,meadowlands,6,0,0,6,6,0.006666666666666667,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T12:50:00Z,-130,pre_match,stadium,26,86,0,0,0,0.0,10.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T12:55:00Z,-125,pre_match,midtown,35,0,0,35,35,0.058333333333333334,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T12:55:00Z,-125,pre_match,penn_station,20,0,0,20,20,0.022222222222222223,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T12:55:00Z,-125,pre_match,secaucus,10,0,0,10,10,0.016666666666666666,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T12:55:00Z,-125,pre_match,meadowlands,7,0,0,7,7,0.0077777777777777776,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T12:55:00Z,-125,pre_match,stadium,42,128,0,0,0,0.0,5.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T13:00:00Z,-120,gates_open,midtown,35,0,0,35,35,0.058333333333333334,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T13:00:00Z,-120,gates_open,penn_station,31,0,0,31,31,0.034444444444444444,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T13:00:00Z,-120,gates_open,secaucus,24,0,0,24,24,0.04,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T13:00:00Z,-120,gates_open,meadowlands,11,0,0,11,11,0.012222222222222223,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T13:00:00Z,-120,gates_open,stadium,42,0,170,170,0,,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T13:05:00Z,-115,pre_match,midtown,47,0,0,47,47,0.07833333333333334,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T13:05:00Z,-115,pre_match,penn_station,34,0,0,34,34,0.03777777777777778,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T13:05:00Z,-115,pre_match,secaucus,25,0,0,25,25,0.041666666666666664,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T13:05:00Z,-115,pre_match,meadowlands,13,0,0,13,13,0.014444444444444444,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T13:05:00Z,-115,pre_match,stadium,55,0,225,55,0,,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T13:10:00Z,-110,pre_match,midtown,59,0,0,59,59,0.09833333333333333,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T13:10:00Z,-110,pre_match,penn_station,48,0,0,48,48,0.05333333333333334,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T13:10:00Z,-110,pre_match,secaucus,31,0,0,31,31,0.051666666666666666,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T13:10:00Z,-110,pre_match,meadowlands,17,0,0,17,17,0.01888888888888889,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T13:10:00Z,-110,pre_match,stadium,71,0,296,71,0,,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T13:15:00Z,-105,pre_match,midtown,70,0,0,70,70,0.11666666666666667,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T13:15:00Z,-105,pre_match,penn_station,51,0,0,51,51,0.056666666666666664,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T13:15:00Z,-105,pre_match,secaucus,44,0,0,44,44,0.07333333333333333,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T13:15:00Z,-105,pre_match,meadowlands,32,0,0,32,32,0.035555555555555556,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T13:15:00Z,-105,pre_match,stadium,86,0,382,86,0,,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T13:20:00Z,-100,pre_match,midtown,82,0,0,82,82,0.13666666666666666,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T13:20:00Z,-100,pre_match,penn_station,66,0,0,66,66,0.07333333333333333,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T13:20:00Z,-100,pre_match,secaucus,49,0,0,49,49,0.08166666666666667,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T13:20:00Z,-100,pre_match,meadowlands,35,0,0,35,35,0.03888888888888889,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T13:20:00Z,-100,pre_match,stadium,101,0,483,101,0,,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T13:25:00Z,-95,pre_match,midtown,93,0,0,93,93,0.155,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T13:25:00Z,-95,pre_match,penn_station,80,0,0,80,80,0.08888888888888889,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T13:25:00Z,-95,pre_match,secaucus,65,0,0,65,65,0.10833333333333334,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T13:25:00Z,-95,pre_match,meadowlands,42,0,0,42,42,0.04666666666666667,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T13:25:00Z,-95,pre_match,stadium,130,0,613,130,0,,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T13:30:00Z,-90,pre_match,midtown,105,0,0,105,105,0.175,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T13:30:00Z,-90,pre_match,penn_station,94,0,0,94,94,0.10444444444444445,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T13:30:00Z,-90,pre_match,secaucus,70,0,0,70,70,0.11666666666666667,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T13:30:00Z,-90,pre_match,meadowlands,57,0,0,57,57,0.06333333333333334,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T13:30:00Z,-90,pre_match,stadium,144,0,757,144,0,,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T13:35:00Z,-85,pre_match,midtown,117,0,0,117,117,0.195,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T13:35:00Z,-85,pre_match,penn_station,109,0,0,109,109,0.12111111111111111,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T13:35:00Z,-85,pre_match,secaucus,87,0,0,87,87,0.145,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T13:35:00Z,-85,pre_match,meadowlands,64,0,0,64,64,0.07111111111111111,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T13:35:00Z,-85,pre_match,stadium,162,0,919,162,0,,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T13:40:00Z,-80,pre_match,midtown,129,0,0,129,129,0.215,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T13:40:00Z,-80,pre_match,penn_station,122,0,0,122,122,0.13555555555555557,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T13:40:00Z,-80,pre_match,secaucus,104,0,0,104,104,0.17333333333333334,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T13:40:00Z,-80,pre_match,meadowlands,81,0,0,81,81,0.09,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T13:40:00Z,-80,pre_match,stadium,189,0,1108,189,0,,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T13:45:00Z,-75,pre_match,midtown,140,0,0,140,140,0.23333333333333334,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T13:45:00Z,-75,pre_match,penn_station,137,0,0,137,137,0.15222222222222223,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T13:45:00Z,-75,pre_match,secaucus,120,0,0,120,120,0.2,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T13:45:00Z,-75,pre_match,meadowlands,87,0,0,87,87,0.09666666666666666,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T13:45:00Z,-75,pre_match,stadium,209,0,1317,209,0,,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T13:50:00Z,-70,pre_match,midtown,152,0,0,152,152,0.25333333333333335,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T13:50:00Z,-70,pre_match,penn_station,152,0,0,152,152,0.1688888888888889,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T13:50:00Z,-70,pre_match,secaucus,137,0,0,137,137,0.22833333333333333,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T13:50:00Z,-70,pre_match,meadowlands,106,0,0,106,106,0.11777777777777777,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T13:50:00Z,-70,pre_match,stadium,237,0,1554,237,0,,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T13:55:00Z,-65,pre_match,midtown,164,0,0,164,164,0.2733333333333333,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T13:55:00Z,-65,pre_match,penn_station,167,0,0,167,167,0.18555555555555556,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T13:55:00Z,-65,pre_match,secaucus,152,0,0,152,152,0.25333333333333335,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T13:55:00Z,-65,pre_match,meadowlands,124,0,0,124,124,0.13777777777777778,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T13:55:00Z,-65,pre_match,stadium,255,0,1809,255,0,,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T14:00:00Z,-60,pre_match,midtown,176,0,0,176,176,0.29333333333333333,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T14:00:00Z,-60,pre_match,penn_station,180,0,0,180,180,0.2,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T14:00:00Z,-60,pre_match,secaucus,169,0,0,169,169,0.2816666666666667,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T14:00:00Z,-60,pre_match,meadowlands,141,0,0,141,141,0.15666666666666668,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T14:00:00Z,-60,pre_match,stadium,287,0,2096,287,0,,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T14:05:00Z,-55,pre_match,midtown,187,0,0,187,187,0.31166666666666665,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T14:05:00Z,-55,pre_match,penn_station,195,0,0,195,195,0.21666666666666667,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T14:05:00Z,-55,pre_match,secaucus,187,0,0,187,187,0.31166666666666665,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T14:05:00Z,-55,pre_match,meadowlands,160,0,0,160,160,0.17777777777777778,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T14:05:00Z,-55,pre_match,stadium,316,0,2412,316,0,,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T14:10:00Z,-50,pre_match,midtown,187,0,0,187,187,0.31166666666666665,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T14:10:00Z,-50,pre_match,penn_station,207,0,0,207,207,0.23,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T14:10:00Z,-50,pre_match,secaucus,202,0,0,202,202,0.33666666666666667,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T14:10:00Z,-50,pre_match,meadowlands,175,0,0,175,175,0.19444444444444445,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T14:10:00Z,-50,pre_match,stadium,333,0,2745,333,0,,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T14:15:00Z,-45,pre_match,midtown,176,0,0,176,176,0.29333333333333333,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T14:15:00Z,-45,pre_match,penn_station,216,0,0,216,216,0.24,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T14:15:00Z,-45,pre_match,secaucus,212,0,0,212,212,0.35333333333333333,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T14:15:00Z,-45,pre_match,meadowlands,190,0,0,190,190,0.2111111111111111,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T14:15:00Z,-45,pre_match,stadium,341,0,3086,341,0,,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T14:20:00Z,-40,pre_match,midtown,164,0,0,164,164,0.2733333333333333,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T14:20:00Z,-40,pre_match,penn_station,225,0,0,225,225,0.25,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T14:20:00Z,-40,pre_match,secaucus,225,0,0,225,225,0.375,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T14:20:00Z,-40,pre_match,meadowlands,207,0,0,207,207,0.23,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T14:20:00Z,-40,pre_match,stadium,343,0,3429,343,0,,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T14:25:00Z,-35,pre_match,midtown,140,0,0,140,140,0.23333333333333334,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T14:25:00Z,-35,pre_match,penn_station,219,0,0,219,219,0.24333333333333335,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T14:25:00Z,-35,pre_match,secaucus,233,0,0,233,233,0.3883333333333333,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T14:25:00Z,-35,pre_match,meadowlands,219,0,0,219,219,0.24333333333333335,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T14:25:00Z,-35,pre_match,stadium,335,0,3764,335,0,,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T14:30:00Z,-30,ceremony,midtown,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T14:30:00Z,-30,ceremony,penn_station,176,0,0,176,176,0.19555555555555557,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T14:30:00Z,-30,ceremony,secaucus,216,0,0,216,216,0.36,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T14:30:00Z,-30,ceremony,meadowlands,212,0,0,212,212,0.23555555555555555,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T14:30:00Z,-30,ceremony,stadium,207,0,3971,207,0,,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T14:35:00Z,-25,ceremony,midtown,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T14:35:00Z,-25,ceremony,penn_station,164,0,0,164,164,0.18222222222222223,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T14:35:00Z,-25,ceremony,secaucus,225,0,0,225,225,0.375,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T14:35:00Z,-25,ceremony,meadowlands,225,0,0,225,225,0.25,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T14:35:00Z,-25,ceremony,stadium,219,0,4190,219,0,,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T14:40:00Z,-20,ceremony,midtown,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T14:40:00Z,-20,ceremony,penn_station,140,0,0,140,140,0.15555555555555556,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T14:40:00Z,-20,ceremony,secaucus,219,0,0,219,219,0.365,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
